pos	neg	neu	compound	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude	Author
0.0	0.0	1.0	0.0	Dukung UU Cipta Kerja #uuciptakerja https://t.co/3sja3XRHwg	2021-03-13 12:07:42	in		0.0	0.0		Abang Fadil	Lorem ipsum sit dolor amet	188.0	2.0	3.0	3.0	0.0	False			@AbangFadil12
0.0	0.0	1.0	0.0	Dukung UU Cipta Kerja #uuciptakerja https://t.co/vFjsSBdSRX	2021-03-13 12:07:36	in		0.0	0.0		Kusumawardhana		149.0	0.0	3.0	2.0	0.0	False			@Kusumaw47904548
0.0	0.0	1.0	0.0	Dukung UU Cipta Kerja #uuciptakerja https://t.co/5JVB11Ryhs	2021-03-13 12:07:26	in		0.0	0.0		abisima	Hello world	149.0	0.0	1.0	3.0	0.0	False			@abisima2
0.0	0.0	1.0	0.0	Dukung UU Cipta Kerja #uuciptakerja https://t.co/0vYzRLsaYK	2021-03-13 12:07:21	in		0.0	0.0		Abang Fadil	Lorem ipsum sit dolor amet	188.0	2.0	3.0	3.0	0.0	False			@AbangFadil12
0.0	0.0	1.0	0.0	Dukung UU Cipta Kerja #uuciptakerja https://t.co/md2XSjSH9m	2021-03-13 12:07:15	in		0.0	0.0		Kusumawardhana		149.0	0.0	3.0	2.0	0.0	False			@Kusumaw47904548
0.0	0.0	1.0	0.0	Dukung UU Cipta Kerja #uuciptakerja https://t.co/WF3xcHXeta	2021-03-13 12:07:05	in		0.0	0.0		abisima	Hello world	149.0	0.0	1.0	3.0	0.0	False			@abisima2
0.0	0.0	1.0	0.0	Dukung UU Cipta Kerja #uuciptakerja https://t.co/ml7FaRcRDq	2021-03-13 12:06:59	in		0.0	0.0		Abang Fadil	Lorem ipsum sit dolor amet	188.0	2.0	3.0	3.0	0.0	False			@AbangFadil12
0.0	0.0	1.0	0.0	Dukung UU Cipta Kerja #uuciptakerja https://t.co/zrJ7pCYiwn	2021-03-13 12:06:54	in		0.0	0.0		Kusumawardhana		149.0	0.0	3.0	2.0	0.0	False			@Kusumaw47904548
0.0	0.0	1.0	0.0	Dukung UU Cipta Kerja #uuciptakerja https://t.co/9TwWg6lSAW	2021-03-13 12:04:18	in		0.0	0.0		Topik Ismail	Nothing here	177.0	3.0	4.0	1.0	0.0	False			@TopikIs97501177
0.0	0.0	1.0	0.0	Dukung UU Cipta Kerja #uuciptakerja https://t.co/hlsIh9XZbw	2021-03-13 12:04:12	in		0.0	0.0		Topik Ismail	Nothing here	177.0	3.0	4.0	1.0	0.0	False			@TopikIs97501177
0.0	0.0	1.0	0.0	Dukung UU Cipta Kerja #uuciptakerja https://t.co/jO1am7Zn5k	2021-03-13 12:03:57	in		0.0	0.0		Topik Ismail	Nothing here	177.0	3.0	4.0	1.0	0.0	False			@TopikIs97501177
0.026	0.06	0.914	-0.3885	Aturan ini termasuk Peraturan Turunan dari Undang-undang Omnibus Law Cipta Kerja yg sebelumnya, Peraturan Pemerintah (PP) Nomor 101 Tahun 2014 masih menggolongkan FABA sebagai limbah B3.	2021-03-13 11:53:16	in		25.0	5.0	@TheArieAir	Arie Dirgantara	"#programfolback
#NgadhemTL
#GuyonOnlen
#CelahAwan
NKRI Pancasila
1 for all and all for 1

Kekuatan cinta kasih kalahkan kekuatan angkara murka

NO DM pls"	794832.0	550311.0	14628.0	107360.0	813.0	False			@TheArieAir
0.0	0.0	1.0	0.0	Jokowi Legalkan Limbah Batu Bara, Rocky Gerung: UU Cipta Kerja Payungi Penyimpangan Oligarki https://t.co/O97AQatPHo	2021-03-13 11:37:54	in		6.0	1.0		My Putun		8458.0	62951.0	5002.0	3677.0	0.0	False			@myputun
0.0	0.048	0.952	-0.296	Hal ini menanggapi langkah pemerintah dalam rangka menindaklanjuti UU Cipta Kerja, Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) sedang menyiapkan Rancangan Peraturan Pemerintah (RPP) Tentang Perubahan Kelima Atas PP No 15 Tahun 2005 Tentang Jalan Tol.	2021-03-13 10:37:06	in		0.0	0.0	@OmbudsmanKepri	ombudsmanri137kepri	"Lembaga Negara Pengawas Pelayanan Publik
Whatsapp: 08119813737
Facebook/Instagram: @ombudsmanri137kepri"	95.0	0.0	46.0	15.0	0.0	False			@OmbudsmanKepri
0.0	0.0	1.0	0.0	Limbah Batu Bara dan Sawit Tak Masuk Kategori B3, Walhi: Ini yang Dikhawatirkan dari UU Cipta Kerja https://t.co/zgDxg9EzT4	2021-03-13 10:00:42	in		0.0	0.0		Sunardo Panjaitan		25804.0	4.0	10.0	54.0	1.0	False			@soenardo
0.0	0.0	1.0	0.0	Langkah Pemberdayaan #UMKM dalam Aturan Turunan UU Cipta Kerja https://t.co/gNFvPA4ycu	2021-03-13 09:01:29	in		0.0	0.0		Monday Review	Mengulas fakta, menggali makna	7087.0	493.0	247.0	250.0	0.0	False			@monday_review
0.0	0.0	1.0	0.0	"Beras mau diimpor
Limbah B3 dihapus
Efek omnibus cipta kerja... https://t.co/nlohrlnxsf"	2021-03-13 08:56:05	in		0.0	0.0		are-d	PRIMA bersama PANCASILA	5.0	42.0	14.0	4.0	0.0	False			@ared94964035
0.0	0.0	1.0	0.0	Niat hati memberikan ide. Seorang presiden malah memberikan ancaman bahaya bagi masa depan generasi selanjutnya melalui produk uu cacat cipta kerja. https://t.co/nKpuynEn2Q	2021-03-13 08:38:17	in		8.0	0.0		Kabinet Indonesia Mundur	Covid-19 is virus but my goverment is pandemic	8791.0	8604.0	1559.0	1892.0	1.0	False			@Kafir_Kiri
0.0	0.0	1.0	0.0	Maka, kami semua bertanya, untuk apa dan untuk siapa PP itu ditetapkan? Dan kembali kami mempertanyakan, untuk apa dan untuk siapa UU Cipta Kerja yang justru memicu bencana kemanusiaan dan sosial-ekologis tersebut? #OmnibusLawBiangBencana #BersihkanIndonesia https://t.co/rGGdi6VW1p	2021-03-13 08:06:33	in		0.0	0.0		Sajogyo Institute	Sajogyo Institute adalah Pusat Studi dan Dokumentasi Agraria Indonesia. E-mail: eksekutif@sajogyo-institute.org	537.0	26.0	119.0	1043.0	4.0	False			@Sajogyo_
0.0	0.0	1.0	0.0	"Kemenkominfo Anggap Implementasi UU Cipta Kerja Pasal Migrasi Penyiaran Bisa Dongkrak Pertumbuhan Ekonomi

#SemuaUntukPemulihanRI https://t.co/IaMSmyCYmG"	2021-03-13 08:03:38	in		1.0	0.0		Ora Lucu	blasss Ora Lucuuuu	345.0	156.0	198.0	140.0	0.0	False			@OraLucu7
0.0	0.042	0.958	-0.296	Dalam peraturan turunan UU Cipta Kerja tersebut, Limbah Batubara berupa Fly Ash and Bottom Ash (FABA) dihapus dari kategori limbah bahan beracun dan berbahaya (B3). Padahal, dalam PP No. 101 Tahun 2014, limbah FABA termasuk dalam kategori limbah B3. #OmnibusLawBiangBencana	2021-03-13 08:00:47	in		1.0	1.0	@Sajogyo_	Sajogyo Institute	Sajogyo Institute adalah Pusat Studi dan Dokumentasi Agraria Indonesia. E-mail: eksekutif@sajogyo-institute.org	537.0	26.0	119.0	1043.0	4.0	False			@Sajogyo_
0.0	0.0	1.0	0.0	Limbah Batu Bara dan Sawit Tak Masuk Kategori B3, Walhi: Ini yang Dikhawatirkan dari UU Cipta Kerja #WahanaLingkunganHidupIndonesia https://t.co/FrHTqsaMka https://t.co/GxMOOSI9I1	2021-03-13 07:54:30	in		0.0	0.0		BaBe - Baca Berita	"Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!
Download Aplikasinya disini https://t.co/XCH2Gleboa"	225945.0	95.0	48.0	5201.0	46.0	False			@BacaDiBaBe
0.0	0.0	1.0	0.0	Jokowi Legalkan Limbah Batu Bara, Rocky Gerung: UU Cipta Kerja Payungi Penyimpangan Oligarki https://t.co/0jEBGItMoL https://t.co/q4AUzmzv97	2021-03-13 07:26:04	in		0.0	0.0		galamedianews.com	"Part of Pikiran Rakyat Network |
@GalaPersib | Instagram @galamedianews | Youtube Galamedianewstv | email wartawangm@gmail.com | WhatsApp: 082262232017"	333800.0	1455.0	292.0	15500.0	36.0	False			@galamedianews
0.0	0.0	1.0	0.0	"Jokowi Serukan Benci Produk Luar Negeri, Direktur eLSEI: Tidak Sinkron dengan UU Cipta Kerja

https://t.co/hdZwkBdvgS https://t.co/uCpuVU7CWe"	2021-03-13 07:23:30	in		40.0	14.0		Media Umat	Memperjuangkan Kehidupan Islam | http://t.co/Xd6Klnnc1K | pembaca.tabloidmu@gmail.com	5112.0	10.0	0.0	34259.0	28.0	False			@MediaUmat
0.0	0.0	1.0	0.0	"Kemenkominfo Anggap Implementasi UU Cipta Kerja Pasal Migrasi Penyiaran Bisa Dongkrak Pertumbuhan Ekonomi

#SemuaUntukPemulihanRI https://t.co/N238U7T8Lf"	2021-03-13 07:22:22	in		0.0	0.0		@Noviroo	Ekspresikan suaramu	269.0	11.0	285.0	161.0	0.0	False			@Noviroo1
0.0	0.0	1.0	0.0	"Penghapusan abu batu bara dari limbah B3 merupakan usulan dari 16 asosiasi yang tergabung dalam Asosiasi Pengusaha Indonesia (Apindo).
Satu persatu peraturan Turunan dari Undang-undang Omnibus Law Cipta Kerja mulai disahkan oleh Presiden
""strategi?""
https://t.co/fwaXLUt011"	2021-03-13 07:21:22	in		0.0	0.0		Izinkanakubertanya	"# pluralism
# aku hanyalah semak belukar
# anda Merdeka, tapi jangan lupa kami dan mereka juga Merdeka"	1278.0	3315.0	884.0	673.0	0.0	False			@cahyomisto
0.0	0.0	1.0	0.0	"UU cipta kerja untuk ekonomi Indonesia maju
#uuciptakerja https://t.co/CDdN4AXjcB"	2021-03-13 07:18:12	in		1.0	1.0		Tedi	ga	355.0	239.0	128.0	80.0	0.0	False			@Tedi03612472
0.0	0.0	1.0	0.0	"UU cipta kerja untuk ekonomi Indonesia maju
#uuciptakerja https://t.co/I25XejuwJL"	2021-03-13 07:18:06	in		1.0	1.0		Tedi	ga	355.0	239.0	128.0	80.0	0.0	False			@Tedi03612472
0.0	0.0	1.0	0.0	"UU cipta kerja untuk ekonomi Indonesia maju
#uuciptakerja https://t.co/WZ560UV3w7"	2021-03-13 07:18:01	in		1.0	0.0		Tedi	ga	355.0	239.0	128.0	80.0	0.0	False			@Tedi03612472
0.0	0.0	1.0	0.0	"UU cipta kerja untuk ekonomi Indonesia maju
#uuciptakerja https://t.co/Om7L5tHQtJ"	2021-03-13 07:17:55	in		1.0	1.0		Tedi	ga	355.0	239.0	128.0	80.0	0.0	False			@Tedi03612472
0.0	0.0	1.0	0.0	"UU cipta kerja untuk ekonomi Indonesia maju
#uuciptakerja https://t.co/mGzTJwL6ae"	2021-03-13 07:17:50	in		1.0	1.0		Tedi	ga	355.0	239.0	128.0	80.0	0.0	False			@Tedi03612472
0.0	0.0	1.0	0.0	"uu cipta kerja akan mengurangi terjadinya PHK

#OmnibusLawBerdampakBaik https://t.co/u8184i5X2P"	2021-03-13 06:56:24	in		0.0	0.0		Rara	New Account! yg lama ke reset password. Mutualan? follow = follback!	2197.0	72.0	166.0	193.0	0.0	False			@Raratiaraaa24
0.0	0.0	1.0	0.0	"perekonomian memburuk akibat pandemi, uu cipta kerja hadir untuk mengatasi itu semua

#OmnibusLawBerdampakBaik https://t.co/PmTkE7T4u8"	2021-03-13 06:54:12	in		0.0	0.0		Rara	New Account! yg lama ke reset password. Mutualan? follow = follback!	2197.0	72.0	166.0	193.0	0.0	False			@Raratiaraaa24
0.0	0.0	1.0	0.0	"justru para buruh akan merasa terbantu dengan adanya uu cipta kerja

#OmnibusLawBerdampakBaik https://t.co/3dVPxg0WII"	2021-03-13 06:52:16	in		0.0	0.0		Rara	New Account! yg lama ke reset password. Mutualan? follow = follback!	2197.0	72.0	166.0	193.0	0.0	False			@Raratiaraaa24
0.0	0.0	1.0	0.0	Soal Arah Kebijakan PPh di dalam UU Cipta Kerja, Ini Kata Pakar https://t.co/GvMnFepuh4 #Terbaru #berita #video	2021-03-13 06:46:04	in		0.0	0.0		IDNpos.com		89487.0	12.0	207.0	2013.0	3.0	False			@idnpublic
0.0	0.115	0.885	-0.296	@RudiHar27127877 @ZZhorief @abirekso @aniesbaswedan Stop provokasi, baca dulu fakta manfaat omnibuslaw uu cipta kerja bagi para buruh https://t.co/sY4Dfwme1I	2021-03-13 06:35:02	in		0.0	0.0	@RudiHar27127877	Nur HaziMah		213.0	3.0	8.0	2.0	0.0	False			@ZulkifleNur
0.0	0.0	1.0	0.0	melalui uu cipta kerja reformasi agraria berjalan dengan lebih maksimal https://t.co/OyMjbIfS9F	2021-03-13 06:30:14	in		3.0	0.0		etapuxi	Indonesia yang ku cinta	457.0	613.0	173.0	75.0	0.0	False			@etapuxi
0.0	0.0	1.0	0.0	uu cipta kerja mampu mempermudah usaha https://t.co/Og5kFPwEcR	2021-03-13 06:29:15	in		4.0	0.0		etapuxi	Indonesia yang ku cinta	457.0	613.0	173.0	75.0	0.0	False			@etapuxi
0.0	0.0	1.0	0.0	reformasi perizinan usaha dengan uu cipta kerja https://t.co/pHeEQGDfJU	2021-03-13 06:28:44	in		4.0	0.0		etapuxi	Indonesia yang ku cinta	457.0	613.0	173.0	75.0	0.0	False			@etapuxi
0.0	0.0	1.0	0.0	Mari bersama kita dukung UU Omnibus Law Cipta Kerja! #OmnibusBeriManfaatBaik https://t.co/kWbl4hZ0B1	2021-03-13 06:21:11	in		1.0	0.0		Adhyas Fikri		1394.0	2746.0	9.0	4.0	0.0	False			@AdhyasF
0.0	0.0	1.0	0.0	Mari bersama kita dukung UU Omnibus Law Cipta Kerja! #OmnibusBeriManfaatBaik https://t.co/A1ES8HTT7J	2021-03-13 06:21:07	in		2.0	0.0		Adhyas Fikri		1394.0	2746.0	9.0	4.0	0.0	False			@AdhyasF
0.0	0.0	1.0	0.0	Mari bersama kita dukung UU Omnibus Law Cipta Kerja! #OmnibusBeriManfaatBaik https://t.co/UffcggSDxu	2021-03-13 06:21:05	in		2.0	0.0		Adhyas Fikri		1394.0	2746.0	9.0	4.0	0.0	False			@AdhyasF
0.0	0.0	1.0	0.0	Mari bersama kita dukung UU Omnibus Law Cipta Kerja! #OmnibusBeriManfaatBaik https://t.co/pBuh8GoEBG	2021-03-13 06:21:02	in		2.0	0.0		Adhyas Fikri		1394.0	2746.0	9.0	4.0	0.0	False			@AdhyasF
0.0	0.0	1.0	0.0	Mari bersama kita dukung UU Omnibus Law Cipta Kerja! #OmnibusBeriManfaatBaik https://t.co/grx9M2bWfs	2021-03-13 06:19:57	in		2.0	0.0		RassyaAdyaksa		2331.0	4760.0	10.0	2.0	0.0	False			@AdyaksaRassya
0.0	0.0	1.0	0.0	Mari bersama kita dukung UU Omnibus Law Cipta Kerja! #OmnibusBeriManfaatBaik https://t.co/DmOFrGxk9F	2021-03-13 06:19:55	in		2.0	0.0		RassyaAdyaksa		2331.0	4760.0	10.0	2.0	0.0	False			@AdyaksaRassya
0.0	0.0	1.0	0.0	Mari bersama kita dukung UU Omnibus Law Cipta Kerja! #OmnibusBeriManfaatBaik https://t.co/ZyGXvILwFR	2021-03-13 06:19:53	in		2.0	0.0		RassyaAdyaksa		2331.0	4760.0	10.0	2.0	0.0	False			@AdyaksaRassya
0.0	0.0	1.0	0.0	Mari bersama kita dukung UU Omnibus Law Cipta Kerja! #OmnibusBeriManfaatBaik https://t.co/Ym3L8luW9C	2021-03-13 06:19:51	in		2.0	0.0		RassyaAdyaksa		2331.0	4760.0	10.0	2.0	0.0	False			@AdyaksaRassya
0.0	0.0	1.0	0.0	Dengan adanya uu cipta kerja menjadikan para pekerja dan buruh sejahtera https://t.co/3PIbByaCtJ	2021-03-13 05:56:01	in		1.0	0.0		NKRI HARGA MATI	NKRI HARGA MATI	92.0	211.0	209.0	112.0	0.0	False			@NKRIHAR59429127
0.0	0.0	1.0	0.0	Dengan adanya uu cipta kerja menjadikan para pekerja dan buruh sejahtera https://t.co/dEUxIJ1lch	2021-03-13 05:55:42	in		1.0	0.0		Slaber	Indonesia	117.0	216.0	10.0	8.0	0.0	False			@Slaber68148946
0.0	0.0	1.0	0.0	Dengan adanya uu cipta kerja menjadikan para pekerja dan buruh sejahtera https://t.co/UjOQccuIjJ	2021-03-13 05:55:16	in		1.0	0.0		Silvia	NKRI HARGA MATI	3.0	4.0	21.0	0.0	0.0	False			@Silvia65223258
0.0	0.0	1.0	0.0	Soal Arah Kebijakan PPh dalam UU Cipta Kerja, Ini Kata Pakar https://t.co/m2RdWqs8VG https://t.co/5nXBNUtvyG	2021-03-13 05:42:04	in		0.0	0.0		Rama Sugiharto®		38514.0	18.0	2641.0	250.0	2.0	False			@Sugirama
0.0	0.0	1.0	0.0	Soal Arah Kebijakan PPh dalam UU Cipta Kerja, Ini Kata Pakar #pajak #tax #ddtcnews  https://t.co/Kc85eWo0PI	2021-03-13 05:41:18	in		0.0	0.0		KURNIAWAN AGUNG WICAKSONO		12314.0	40.0	839.0	462.0	3.0	False			@agg90
0.0	0.0	1.0	0.0	@chenoa041708 Setuju sama Mba Tivanie. Dan sudah banyak Partai Demokrat menyuarakan harapan dan keinginan publik. Ingat bagaimana Partai Demokrat walk out saat Sidang Paripurna penetapan Omnibus Law RUU Cipta Kerja? Itu salah satu bukti bahwa kami bersuara kencang menyangkut persoalan publik.	2021-03-13 05:04:32	in		2.0	0.0	@chenoa041708	Partai Demokrat	"Akun resmi Partai Demokrat. | Harapan Rakyat, Perjuangan Demokrat.
IG: @pdemokrat | Facebook: DPP Partai Demokrat | YouTube: Partai Demokrat"	16574.0	1213.0	981.0	168847.0	139.0	True			@PDemokrat
0.0	0.0	1.0	0.0	"Ombudsman RI merespons Regulasi Sektor Kehutanan Pasca Berlakunya Undang Undang Cipta Kerja. Dengan ditetapkannya UU Nomor 11 Tahun 2020 Tentang Cipta Kerja banyak mengubah ketentuan yang diatur dalam UU Nomor 41 Tahun 1999 Tentang Kehutanan.

#OmbudsmanRI #AwasiTegurLaporkan https://t.co/ukUrepOYSM"	2021-03-13 05:01:47	in		13.0	2.0		Ombudsman RI	"Ombudsman Republik Indonesia
Lembaga Negara Pengawas Pelayanan Publik
Halo Ombudsman: 137 
Whatsapp: 082137373737
Pengaduan Online: https://t.co/dwjQ3oANup"	13345.0	593.0	108.0	135267.0	148.0	True			@OmbudsmanRI137
0.0	0.0	1.0	0.0	"@BEMUI_Official Menurut Fakultas Hukum UGM, UU Cipta Kerja

1. Mengabaikan keadilan sosial dan kelestarian lingkungan
2. Merendahkan keselamatan manusia
3. Memicu disharmonisasi
4. Melahirkan ratusan peraturan turunan yg tidak matang &amp; tertutup

Lengkapnya bisa dibaca di https://t.co/Np8ZR2ildS https://t.co/HdPSjic6UN"	2021-03-13 04:55:21	in		0.0	0.0	@BEMUI_Official	Leonard	Tweets about anti-corruption efforts in Southeast Asia-Pacific (SEAP)	674.0	4491.0	36.0	93.0	1.0	False			@LeonardSEAP
0.0	0.133	0.867	-0.3182	UU Cipta Kerja bisa membuat RI keluar dari middle Income Trap https://t.co/qwqqBympMd	2021-03-13 04:50:07	in		0.0	0.0		Zona Nyaman	Indonesiaku Terhebat 💯% Follback	1326.0	224.0	1570.0	1334.0	0.0	False			@ZonaNyamaninAja
0.0	0.0	1.0	0.0	pendirian usaha yang dipermudah, karena tujuan dari UU Cipta kerja untuk menciptakan lapangan kerja yang baru #OmnibusLawBerdampakBaik https://t.co/joHqzBLOio	2021-03-13 04:27:48	in		0.0	0.0		joni ismail		40.0	0.0	171.0	7.0	0.0	False			@70n115m41l
0.064	0.0	0.936	0.4215	@muchlis_ar @saiful_mujani Mungkin prof @saiful_mujani perlu juga membuat utas bagaimana partai dlm koalisi jg memainkan peran check and balance itu, misalnya soal implementasi UU Cipta Kerja, soal korupsi, pananganan covid atau soal kekerasan dlm rumah tangga.	2021-03-13 04:13:11	in		0.0	0.0	@BudheEci	Yesi Maryam	I am Eci, nice to meet you	4061.0	480.0	233.0	151.0	0.0	False			@BudheEci
0.0	0.0	1.0	0.0	@tribunnews @msaid_didu Sm halnya dgn pengelolahan limbah.dibutuhkan teknologi serta SDM yg mumpuni apalgi mnyangkut soal anggaran pemerintah. UU cipta kerja mmbuka investor luar untuk berinvestasi di indonesia!!!parahnya Indonesia sndiri masih ribut soal partai.. 😂	2021-03-13 04:04:36	in		1.0	0.0	@tribunnews	Fadli	"penikmat hidup""dr hidupmu hingga hidupku 😎👀👀💪💔💘"	1409.0	39311.0	263.0	67.0	0.0	False			@Fadlipenyair
0.0	0.0	1.0	0.0	Ekonomi Indonesia mulai membaik dengan disahkannya UU Cipta Kerja! ✊🇮🇩 https://t.co/MpF0TwfVfb	2021-03-13 04:00:36	in		1.0	0.0		Hkaisupy	Melanesia!	315.0	148.0	95.0	41.0	0.0	False			@Hkaisupy1
0.0	0.0	1.0	0.0	Ekonomi Indonesia mulai membaik dengan disahkannya UU Cipta Kerja! ✊🇮🇩 https://t.co/vvGYowGbvT	2021-03-13 04:00:08	in		1.0	0.0		TuhuleleFikri	Nyong manis dari saparua!	336.0	121.0	71.0	32.0	0.0	False			@TuhuleleF
0.0	0.0	1.0	0.0	Ekonomi Indonesia mulai membaik dengan disahkannya UU Cipta Kerja! ✊🇮🇩 https://t.co/qUxKjNtb6l	2021-03-13 03:58:25	in		1.0	0.0		Zhehalatu	Keberhasilan adalah bertemunya kesempatan dengan kemampuan.	332.0	171.0	112.0	58.0	0.0	False			@Zhehalatu1
0.0	0.0	1.0	0.0	Ekonomi Indonesia mulai membaik dengan disahkannya UU Cipta Kerja! ✊🇮🇩 https://t.co/4jgi3y64v2	2021-03-13 03:57:54	in		1.0	0.0		BanyTamher	"Dan bermimpi saja tidak akan pernah cukup. Dan sebuah impian memang seharusnya tidak perlu terlalu banyak dibicarakan, tetapi diperjuangkan. 
Donny Dhirgantoro,"	398.0	169.0	71.0	48.0	0.0	False			@TamherBany
0.0	0.0	1.0	0.0	Ekonomi Indonesia mulai membaik dengan disahkannya UU Cipta Kerja! ✊🇮🇩 https://t.co/DH0jSCuMIW	2021-03-13 03:57:21	in		1.0	0.0		Ali Lussy	Kulit hitam, pencinta lautan, & asli saparua maluku!	4237.0	2918.0	106.0	52.0	0.0	False			@ali_lussy
0.0	0.0	1.0	0.0	"@kabarpolitik Ooh.gitu???😀
Jd slama ini aku berpikir negatif aja ya sm tiongkok.. Apalgi soal jalur Sutra..UU cipta kerja dsb???😂"	2021-03-13 03:48:26	in		0.0	0.0	@kabarpolitik	Fadli	"penikmat hidup""dr hidupmu hingga hidupku 😎👀👀💪💔💘"	1409.0	39311.0	263.0	67.0	0.0	False			@Fadlipenyair
0.0	0.0	1.0	0.0	Kaum milenial dukung penuh pengesahan RUU Cipta Kerja! ✊🇮🇩 https://t.co/Co1dbA0san	2021-03-13 02:56:56	in		4.0	0.0		Zhehalatu	Keberhasilan adalah bertemunya kesempatan dengan kemampuan.	332.0	171.0	112.0	58.0	0.0	False			@Zhehalatu1
0.0	0.0	1.0	0.0	Kaum milenial dukung penuh pengesahan RUU Cipta Kerja! ✊🇮🇩 https://t.co/m3su9Q60IT	2021-03-13 02:56:28	in		5.0	0.0		Hkaisupy	Melanesia!	315.0	148.0	95.0	41.0	0.0	False			@Hkaisupy1
0.0	0.0	1.0	0.0	Kaum milenial dukung penuh pengesahan RUU Cipta Kerja! ✊🇮🇩 https://t.co/SMMxscIz7L	2021-03-13 02:55:57	in		1.0	0.0		TuhuleleFikri	Nyong manis dari saparua!	336.0	121.0	71.0	32.0	0.0	False			@TuhuleleF
0.0	0.0	1.0	0.0	Kaum milenial dukung penuh pengesahan RUU Cipta Kerja! ✊🇮🇩 https://t.co/uZNSpZzaaY	2021-03-13 02:55:27	in		1.0	0.0		BanyTamher	"Dan bermimpi saja tidak akan pernah cukup. Dan sebuah impian memang seharusnya tidak perlu terlalu banyak dibicarakan, tetapi diperjuangkan. 
Donny Dhirgantoro,"	398.0	169.0	71.0	48.0	0.0	False			@TamherBany
0.0	0.0	1.0	0.0	Kaum milenial dukung penuh pengesahan RUU Cipta Kerja! ✊🇮🇩 https://t.co/Xv3wNzQzPz	2021-03-13 02:54:55	in		1.0	0.0		Ali Lussy	Kulit hitam, pencinta lautan, & asli saparua maluku!	4237.0	2918.0	106.0	52.0	0.0	False			@ali_lussy
0.115	0.0	0.885	0.3802	esensi mp3ei &amp; uu cipta kerja: JUAL CEPAT &amp; MURAH! https://t.co/E7aUDEONOa	2021-03-13 02:51:08	in		2.0	0.0		Cat who code	"⚜️ The truth is simple 
⚜️ Telling a lie is complicated"	9115.0	38.0	160.0	129.0	2.0	False			@catwhocode
0.063	0.0	0.937	0.4404	Jual cepat dan jual murah itu sudah lama terjadi. Di era SBY jual murah dilakukan dengan kebijakan MP3EI. Di era @jokowi jual murah itu kian dipercepat dan dimasifkan  dengan UU Cipta Kerja.	2021-03-13 02:41:53	in		9.0	4.0	@ecosocrights	InstitutEcosocRights	Riset & pendidikan utk pemajuan hak ekonomi, sosial & budaya. Telpon: 62-21-8304153; email: ecosoc@cbn.net.id	50925.0	37010.0	3392.0	14796.0	27.0	False			@ecosocrights
0.0	0.037	0.963	-0.296	"Perpres No 10 Tahun 2021, turunan UU Cipta Kerja, mengizinkan investor berburu harta karun bawah laut Indonesia.

Artinya, izin investasi pengangkatan benda muatan kapal tenggelam (BMKT) yg tadinya masuk daftar negatif investasi (DNI), kini terbuka bagi asing &amp; swasta.

Minat? https://t.co/25hXc4IIOR"	2021-03-13 02:38:51	in		24.0	3.0		IG: narkosun	"Dia yang bukan saudaramu dalam iman adalah saudaramu dalam kemanusiaan (imam Ali). 

IG: narkosun || FB: narkosun"	49685.0	12648.0	3275.0	49941.0	31.0	False			@narkosun
0.054	0.0	0.946	0.4404	Bukti sangat nyata betapa penguasa dan para politisi memandang rendah negerinya adalah dibuatnya UU Cipta Kerja yang membuat negeri ini dijual dengan sangat murah: sumberdaya alamnya dijual dgn cepat dan murah, royalti dibebaskan, buang limbah dibebaskan, buruh dijual murah, dll	2021-03-13 02:25:00	in		9.0	5.0	@ecosocrights	InstitutEcosocRights	Riset & pendidikan utk pemajuan hak ekonomi, sosial & budaya. Telpon: 62-21-8304153; email: ecosoc@cbn.net.id	50925.0	37010.0	3392.0	14796.0	27.0	False			@ecosocrights
0.0	0.066	0.934	-0.4559	Baik dari segi materiil maupun formil, UU Cipta Kerja bertentangan dengan UUD NRI 1945, dan karenanya akan dibatalkan MK menjadi tidak mengikat secara hukum.	2021-03-13 02:24:39	in		0.0	0.0	@RezkiSobri	water law	"I read and write things. The Cloud Atlas Sextet. Arcade Fire.

Sahkan RUU PKS! Revisi Perspektif dan Regulasi terkait Narkotika!"	24692.0	724.0	167.0	42.0	0.0	False			@RezkiSobri
0.0	0.0	1.0	0.0	"wajah ultra antroposentrisme ada di Omnibuslaw atau UU Cipta Kerja #BersihkanIndonesia

https://t.co/eXfIqPelfX"	2021-03-13 02:07:10	in		0.0	0.0		Pekerjaliterasi	Sejenis manusia yang ingin mengamalkan falsafah hidup menjadi guru sekaligus murid. obsesi hidup sy adl mewujudkan 1 juta rumah baca untuk rakjat|rbk4ever	2573.0	30.0	660.0	1071.0	3.0	False			@kejarlahmimpi
0.0	0.0	1.0	0.0	UU cipta kerja jamin kepastian pesangon bagi pekerja yang terdampak pemutusan hubungan kerja. #OmnibusProRakyat https://t.co/betxoPHqf3	2021-03-13 02:07:01	in		0.0	0.0		KADRUNGood	"#JalinPersatuan 
#IndonesiaTanpaRasis
#SquadNusantara"	1064.0	2557.0	364.0	250.0	0.0	False			@GoodKadrun
